URLS
https://www.ine.es/dyngs/INEbase/operacion.htm?c=Estadistica_C&cid=1254736176999&menu=ultiDatos&idp=1254735573002
https://www.tableau.com/visualization/data-visualization-examples
https://informationisbeautiful.net/visualizations/ukraine-russian-war-infographics-data-visuals/
https://informationisbeautiful.net/visualizations/vaccines-vacccination-and-autism-what-does-the-scientific-evidence-say/
https://informationisbeautiful.net/visualizations/the-rise-of-generative-ai-large-language-models-llms-like-chatgpt/
https://informationisbeautiful.net/visualizations/water-world-distribution-of-the-all-the-water-in-all-the-world/
https://informationisbeautiful.net/visualizations/methane-or-natural-gas-the-other-major-greenhouse-gas/
https://informationisbeautiful.net/visualizations/nuclear-fusion/
https://www.anychart.com/blog/2025/04/04/politics-data-visualization/
https://informationisbeautiful.net/visualizations/left-vs-right-world/
https://www.idescat.cat/novetats/?id=5484&lang=es
https://www.idescat.cat/novetats/?id=5481&lang=es
https://www.idescat.cat/novetats/?id=5486&lang=es
https://www.bde.es/webbe/es/estadisticas/temas/estadisticas-economicas-generales.html
https://ec.europa.eu/eurostat/web/products-eurostat-news/w/ddn-20250904-1
https://ec.europa.eu/eurostat/web/products-eurostat-news/w/ddn-20250820-1
https://flourish.studio/blog/report-on-elections-with-flourish/
https://www.acnur.org/datos-basicos
https://manifesto-project.wzb.eu/information/documents/visualizations
https://chartability.fizz.studio/
